;	Shine Monster Regeneration Table			V0.3															
;	Monster Group																		
#ignore	\o042																		
#exchange	#	\x20																	
																			
#table	MobRegenGroup																		
;		GroupID	Family	Regen Region															
;			Y/N	X	Y	X	Y	Range/Degree											
#record		RouCos02_188	LittleHob	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_189	LittleHob	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_190	LittleHob	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_191	LittleHob	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_192	LittleHob	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_193	LittleHob	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_194	LittleHob	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_195	LittleHob	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_201	Honeying	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_202	Honeying	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_203	Honeying	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_204	Honeying	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_205	Honeying	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_206	Honeying	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_207	Honeying	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_208	Honeying	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_209	Honeying	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_210	Honeying	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_211	Honeying	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_212	Honeying	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_213	Honeying	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_221	SpeedyHoneying	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_222	SpeedyHoneying	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_223	SpeedyHoneying	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_224	SpeedyHoneying	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_225	SpeedyHoneying	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_226	SpeedyHoneying	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_227	SpeedyHoneying	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_228	SpeedyHoneying	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_229	SpeedyHoneying	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_230	SpeedyHoneying	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_231	SpeedyHoneying	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_232	SpeedyHoneying	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_233	SpeedyHoneying	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_234	SpeedyHoneying	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_238	SpeedyHoneying	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_240	SpeedyHoneying	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_241	Crab	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_242	Crab	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_243	Crab	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_244	Crab	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_245	Crab	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_246	Crab	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_247	Crab	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_248	Crab	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_249	Crab	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_250	Crab	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_251	Crab	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_261	BlueCrab	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_262	BlueCrab	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_263	BlueCrab	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_264	BlueCrab	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_265	BlueCrab	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_266	BlueCrab	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_267	BlueCrab	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_268	BlueCrab	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_269	BlueCrab	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_270	BlueCrab	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_271	BlueCrab	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_272	BlueCrab	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_273	BlueCrab	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_274	BlueCrab	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_281	Boogy	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_282	Boogy	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_283	Boogy	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_284	Boogy	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_285	Boogy	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_286	Boogy	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_287	Boogy	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_288	Boogy	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_289	Boogy	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_290	Boogy	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_301	SpeedyBoogy	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_302	SpeedyBoogy	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_303	SpeedyBoogy	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_304	SpeedyBoogy	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_305	SpeedyBoogy	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_306	SpeedyBoogy	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_307	SpeedyBoogy	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_308	SpeedyBoogy	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_321	HungryWolf	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_322	HungryWolf	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_323	HungryWolf	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_324	HungryWolf	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_325	HungryWolf	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_326	HungryWolf	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_327	HungryWolf	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_328	HungryWolf	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_329	HungryWolf	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_330	HungryWolf	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_331	HungryWolf	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_332	HungryWolf	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_333	HungryWolf	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_334	HungryWolf	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_335	HungryWolf	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_336	HungryWolf	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_337	HungryWolf	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_338	HungryWolf	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_339	HungryWolf	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_340	HungryWolf	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_341	TombRaider	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_342	TombRaider	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_343	TombRaider	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_344	TombRaider	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_345	TombRaider	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_346	TombRaider	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_347	TombRaider	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_348	TombRaider	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_349	TombRaider	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_350	TombRaider	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_351	TombRaider	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_352	TombRaider	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_353	TombRaider	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_354	TombRaider	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_355	TombRaider	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_356	TombRaider	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_357	TombRaider	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_358	TombRaider	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_359	TombRaider	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_360	TombRaider	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_361	SilverySlime	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_362	SilverySlime	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_363	SilverySlime	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_364	SilverySlime	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_365	SilverySlime	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_366	SilverySlime	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_367	SilverySlime	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_368	SilverySlime	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_369	SilverySlime	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_370	SilverySlime	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_371	SilverySlime	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_372	SilverySlime	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_373	SilverySlime	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_374	SilverySlime	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_375	SilverySlime	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_381	GoldrySlime	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_382	GoldrySlime	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_383	GoldrySlime	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_384	GoldrySlime	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_385	GoldrySlime	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_386	GoldrySlime	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_387	GoldrySlime	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_388	GoldrySlime	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_389	GoldrySlime	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_390	GoldrySlime	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_391	GoldrySlime	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos01_HERO_01	HeroSlime	4	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos01_HERO_02	HeroSlime	4	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_049	HeroSlime	4	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_048	HeroSlime	4	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_021	HeroSlime	4	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_025	HeroSlime	4	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_003	HeroSlime	4	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_011	HeroSlime	4	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos01_HERO_03	MushRoomFighter	4	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos01_HERO_04	MushRoomFighter	4	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_078	MushRoomFighter	4	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_064	MushRoomFighter	4	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_069	MushRoomFighter	4	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos01_HERO_05	BigSandMushroom	4	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos01_HERO_06	BigSandMushroom	4	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_098	BigSandMushroom	4	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_110	BigSandMushroom	4	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_089	BigSandMushroom	4	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos01_HERO_07	AlkemisBook01	2	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos01_HERO_08	AlkemisBook01	2	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_178	AlkemisBook01	2	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_182	AlkemisBook01	2	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_185	AlkemisBook01	2	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos01_HERO_09	KingCrab	2	0	5	3	10	-2	50	-1	100	10	180	2	240	2		
#record		RouCos01_HERO_10	KingCrab	2	0	5	3	10	-2	50	-1	100	10	180	2	240	2		
#record		RouCos01_HERO_11	BoogyKnight	2	0	5	3	10	-2	50	-1	100	10	180	2	240	2		
#record		RouCos01_HERO_12	BoogyKnight	2	0	5	3	10	-2	50	-1	100	10	180	2	240	2		
#record		RouCos01_HERO_13	AngryWolf	2	0	5	3	10	-2	50	-1	100	10	180	2	240	2		
#record		RouCos01_HERO_14	AngryWolf	2	0	5	3	10	-2	50	-1	100	10	180	2	240	2		
#record		RouCos01_HERO_15	JewelTombRaider	2	0	5	3	10	-2	50	-1	100	10	180	2	240	2		
#record		RouCos01_HERO_16	JewelTombRaider	2	0	5	3	10	-2	50	-1	100	10	180	2	240	2		
#record		RouCos01_HERO_17	Q_GhostSlime	2	0	5	3	10	-2	50	-1	100	10	180	2	240	2		
#record		RouCos01_HERO_18	Q_GhostSlime	2	0	5	3	10	-2	50	-1	100	10	180	2	240	2		
#record		FLOWER1	FLOWER1	2	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		FLOWER2	FLOWER1	2	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		FLOWER3	FLOWER1	2	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		FLOWER4	FLOWER1	2	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		FLOWER5	FLOWER1	2	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		FLOWER6	FLOWER2	2	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		FLOWER7	FLOWER2	2	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		FLOWER8	FLOWER2	2	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		FLOWER9	FLOWER2	2	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		FLOWER10	FLOWER2	2	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		HERB1	HERB1	10	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		HERB2	HERB2	10	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		WOOD1	WOOD1	10	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		WOOD2	WOOD2	10	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		WOOD3	WOOD3	10	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		MUSHROOM1	MUSHROOM1	10	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		MUSHROOM2	MUSHROOM2	10	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		MUSHROOM3	MUSHROOM3	10	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		STARFISH1	STARFISH1	20	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		CLAM1	CLAM1	20	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		PresentBox1	PresentBox1	1	0	14400	14396	14404	-4	5	-2	8	0	10	2	13	4		
#record		PresentBox1	PresentBox3	1	0	14400	14396	14404	-4	5	-2	8	0	10	2	13	4		
#record		PresentBox2	PresentBox2	1	0	14400	14396	14404	-4	5	-2	8	0	10	2	13	4		
#record		PresentBox2	PresentBox4	1	0	14400	14396	14404	-4	5	-2	8	0	10	2	13	4		
#record		RouCos02Guard01	GuardLue00	1	0	5	3	10	-2	50	-1	100	10	180	2	240	2		
#record		RouCos02Guard02	GuardLue00	1	0	5	3	10	-2	50	-1	100	10	180	2	240	2		
																			
#end																			
